,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,GGAL200515C00005000,2020-05-12 16:03:29,5.0,4.1,3.0,3.8,0.0,0.0,2,10,7.625000468750001,True,REGULAR,USD
1,GGAL200515C00007500,2020-05-14 19:49:04,7.5,1.0,0.85,1.1,0.45,81.81818,111,2321,1.0312548437500002,True,REGULAR,USD
2,GGAL200515C00010000,2020-05-14 19:19:15,10.0,0.01,0.0,0.05,-0.03,-75.0,14,410,1.4375028125,False,REGULAR,USD
3,GGAL200515C00012500,2020-05-08 13:47:03,12.5,0.1,0.0,0.85,0.0,0.0,1,20,5.773440283203126,False,REGULAR,USD
