,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,GGAL220121C00002500,2020-05-13 19:26:14,2.5,5.5,6.0,8.8,0.0,0.0,1,10,1.7695324023437498,True,REGULAR,USD
1,GGAL220121C00005000,2020-05-12 17:08:25,5.0,4.4,3.3,7.1,0.0,0.0,5,41,0.9941406835937501,True,REGULAR,USD
2,GGAL220121C00007500,2020-05-07 19:19:03,7.5,3.6,2.3,5.9,0.0,0.0,1,4,0.9223640576171875,True,REGULAR,USD
3,GGAL220121C00010000,2020-05-12 14:20:47,10.0,3.2,0.55,5.1,0.0,0.0,20,53,0.7719749365234375,False,REGULAR,USD
4,GGAL220121C00012500,2020-04-29 15:14:31,12.5,1.6,0.95,4.8,0.0,0.0,1,34,0.9096688720703124,False,REGULAR,USD
5,GGAL220121C00015000,2020-05-07 18:51:55,15.0,1.5,0.15,4.6,0.0,0.0,1,128,0.8859874682617187,False,REGULAR,USD
6,GGAL220121C00017500,2020-05-07 18:53:32,17.5,1.35,0.9,4.8,0.0,0.0,1,5,1.067143336181641,False,REGULAR,USD
7,GGAL220121C00020000,2020-05-13 13:30:00,20.0,2.45,0.0,4.4,0.0,0.0,19,516,0.9775392871093751,False,REGULAR,USD
8,GGAL220121C00022500,2020-05-12 17:52:17,22.5,1.55,0.65,1.95,0.0,0.0,5,407,0.8164080859374999,False,REGULAR,USD
