,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,GGAL201016C00002500,2020-04-28 13:42:57,2.5,3.9,5.2,7.1,0.0,0.0,,3,1.453127734375,True,REGULAR,USD
1,GGAL201016C00005000,2020-04-24 14:06:31,5.0,2.2,3.7,4.6,0.0,0.0,70.0,70,1.1640666796875,True,REGULAR,USD
2,GGAL201016C00007500,2020-05-12 16:03:29,7.5,2.8,2.1,2.8,0.0,0.0,2.0,21,0.9443364941406249,True,REGULAR,USD
3,GGAL201016C00010000,2020-05-12 14:59:49,10.0,1.85,1.25,1.55,0.0,0.0,4.0,89,0.877930908203125,False,REGULAR,USD
4,GGAL201016C00012500,2020-05-12 19:25:05,12.5,0.85,0.25,1.05,0.0,0.0,83.0,214,0.7763694238281251,False,REGULAR,USD
5,GGAL201016C00015000,2020-04-17 18:05:16,15.0,0.1,0.25,0.65,0.0,0.0,4.0,4,0.8320329296874999,False,REGULAR,USD
6,GGAL201016C00020000,2020-03-11 18:57:42,20.0,0.5,0.0,0.5,0.0,0.0,,10,0.91211025390625,False,REGULAR,USD
